店铺名称,商户名称,合同ID (采购合同编号),上线时间,区/县,商圈,店铺电话,店铺面积,店铺位置,详细地址,手机 (商户名称),创建时间,采购合同编号,主要联系人 (商户),电话 (商户),cmid
动感地带（新光路店）,深圳市南山区美萱美发店,2.01507E+17,,南山区,西丽,13715218189,,,深圳市南山区西丽街道新光路文体中心1045号,18682185598,2015/7/17 13:55,SZ-NS-2015001271,张国文,,929
都市女神,深圳市福田区都市女神专业美发店,4.40304E+17,2015/1/8,福田区,梅林,0755-83899819,60-100m2,社区,深圳市福田区下梅林梅秀路金丽豪酒店1-2号,18773889818,2014/12/16 14:15,SZ-FT-201400025,曾玲,,114
多伦多纯剪造型,深圳市宝安区石岩多轮多发廊,2.01506E+17,2015/1/8,宝安区,石岩,15889659977,,社区,深圳市宝安区石岩街道园美社区圆岭大道2号107,15889659977,2015/1/5 21:44,SZ-NS-201500654,何林柯,,604
多伦多美容美发,深圳市福田区多加多美容美发中心,4.40304E+17,2015/1/8,宝安区,福永,0755-27332082,100m2以上,,深圳市宝安区福永街道办事处福怡大厦一楼,13590196188,2015/1/5 10:04,SZ-LG-201400712,沈祥,,545
发都形象设计,深圳市宝安区石岩张航发都形象设计美发店,4.40306E+17,2015/1/8,宝安区,石岩,13043443305,,商业区,深圳市宝安区石岩街道应人石文涛市场新年年好超市正大门,13043443305,2015/1/3 20:41,SZ-BA-201400506,张航,,429
发剪地,深圳市经典时光美发店,4.40304E+17,2015/5/6,福田区,车公庙,0755-61997768,100m2以上,商业区,深圳市福田区沙头街道泰然工贸园步行街102栋首层117号,13632549839,2015/5/6 14:10,SZ-NS-201500174,罗青松,,783
发匠美发沙龙,深圳市宝安区西乡美新新美发店,2.01507E+17,,宝安区,西乡,15999575768,,,西乡钟屋二路九巷3号,15999575768,2015/7/28 17:52,SZ-NS-2015001600,郑秋迁,,987
发蕾丝（灵芝店）,深圳市宝安区西乡发蕾丝理发店,4.40306E+17,2015/1/8,宝安区,宝安中心区,0755-33133339,100m2以上,商业区,深圳市宝安区公园路新一佳旁,13510400060,2015/1/2 11:41,SZ-LG-201400678,吴杰,,498
发蕾丝（裕安店）,深圳市宝安区西乡发蕾丝理发店,2.01507E+17,,宝安区,西乡,0755-29955067,,,深圳市宝安区西乡街道西乡社区巡抚2楼1号,13510400060,2015/7/13 13:59,SZ-NS-2015001029,吴杰,,911
发如雪,深圳市宝安区沙井发如雪理发美容店,4.40306E+17,2015/1/8,宝安区,沙井,0755-27265194,100m2以上,其他,深圳市宝安区沙井街道万丰社区万家蒗路337号-104号铺,18681566651,2015/2/10 15:29,SZ-LG-201400804,张琪,,777
发色代码,深圳市福田区发色代码美发店,4.40304E+17,2015/1/8,福田区,上下沙,0755-83303227,,,深圳市福田区下沙村一坊8号101,18319992663,2015/1/4 20:40,SZ-BA-201400765,廖锦华,,538
发世界（水田店）,深圳市宝安区石岩发界理发店,0,2015/6/8,宝安区,石岩,15217024986,,,深圳市宝安区石岩水田兰姜新10区6栋发世界1楼,13798298555,2015/6/8 10:07,SZ-NS-201500726,李红存,,824
发世界美容美发,深圳市宝安区石岩发界理发店,4.40306E+17,2015/1/8,宝安区,石岩,0755-23591959,100m2以上,商业区,深圳市宝安区石岩街道水田新村十区6号,13798298555,2014/12/26 18:04,SZ-BA-201400510,李红存,,351
发丝纤美发造型,深圳市宝安区西乡发丝纤美发造型室,4.40306E+17,,宝安区,西乡,15626517128,,,深圳市宝安区西乡街道新湖圣淘沙骏园11栋商铺11号及12号,13268166189,2015/6/4 15:12,SZ-NS-201500573,潘耀华,,834
发丝缘,深圳市龙岗区发丝缘源理发店,4.40307E+17,2015/1/8,龙岗区,布吉,0755-28349435,100m2以上,社区,深圳市龙岗区布吉镇南岭村黄金富苑A区2号铺,15338822105,2015/1/6 10:39,SZ-LG-201400666,山立新,0755-28349435,612
发现美,深圳市福田区发现美发型屋,4.40304E+17,,福田区,香蜜湖,0755-83075046,,,深圳市福田区莲花街道景田北路106号紫微阁首层7号商铺,13823322890,2015/6/3 11:26,SZ-NS-201500669,罗青松,,818
发秀丽都（东滨店）,深圳市发秀丽都投资发展有限公司,4.40305E+17,2015/1/8,南山区,南油,0755-86565119,100m2以上,社区,深圳市南山区东滨路339号华联城市山林花园一期1栋B103号,13501599159,2015/1/4 10:41,SZ-BA-201400767,孙晓睿,,440
发秀丽都（后海店）,深圳市发秀丽都投资发展有限公司,4.40305E+17,2015/1/8,南山区,后海,0755-26479257,100m2以上,社区,深圳市南山区后海大道育德佳园2栋13号,13501599159,2015/1/4 11:07,SZ-BA-201400767,孙晓睿,,441
发秀丽都（南航店）,深圳市发秀丽都投资发展有限公司,4.40305E+17,2015/1/8,南山区,桂庙路口,0755-86707112,100m2以上,商业区,深圳市南山区南山街道南山大道东桂庙路北跃华园一层南区,13501599159,2015/1/4 10:11,SZ-BA-201400767,孙晓睿,,438
发秀丽都（前海店）,深圳市发秀丽都投资发展有限公司,4.40305E+17,2015/1/8,南山区,南头,0755-26462726,100m2以上,社区,深圳市南山区南头街道前海路西桃园路南港湾丽都花园商铺125号,13501599159,2015/1/4 10:03,SZ-BA-201400767,孙晓睿,,437
发秀丽都（蛇口店）,深圳市发秀丽都投资发展有限公司,4.40305E+17,2015/1/8,南山区,蛇口,0755-26027582,100m2以上,社区,深圳市南山区蛇口南水村111-112（101）铺,13501599159,2015/1/4 10:16,SZ-BA-201400767,孙晓睿,,439
发艺轩,深圳市光明新区公明发艺轩理发店,4.40312E+16,2015/6/9,宝安区,公明,18806652969,100m2以上,社区,广东省深圳市光明新区公明合水口横岭新村四巷,18806652969,2015/6/9 10:57,SZ-NS-201500834,董海洋,,844
发元素,深圳市龙岗区坂田发元素发廊,4.40307E+17,2015/1/8,龙岗区,坂田,0755-84163583,,社区,深圳市龙岗区坂田街道四季花城七期合欢苑一楼02（A）,13631519585,2015/1/23 17:13,SZ-LG-201400742,沈忠杰,,752
发缘发型设计,深圳市福田区发缘发型设计室,4.40304E+17,2015/1/8,福田区,车公庙,0755-82873539,100m2以上,商业区,深圳市福田区深南大道北侧浩铭财富广场裙楼131,13530960652,2014/12/11 10:05,SZ-FT-201400178,金涛,,72
发源地 ( 梅龙店 ),深圳市福田区紫荆城发源地美发店,4.40304E+17,2015/1/8,龙华新区,龙华,0755-28232290,,其他,深圳市龙华新区龙华梅龙路锦秀江南四期人人乐旁,15919884775,2015/1/23 17:25,SZ-BA-201400525,吴江海,,754
发源地（东门店）,深圳市宝安区西乡发蕾丝理发店,4.40306E+17,2015/1/8,罗湖区,东门,0755-22219093,100m2以上,商业区,深圳市罗湖区东门叮百货广场平安银行旁,13510400060,2015/1/2 14:14,SZ-LG-201400678,吴杰,,500
发源地（华强店）,深圳市福田区紫荆城发源地美发店,4.40304E+17,2015/1/8,福田区,华强,0755-83211748,,其他,深圳市福田区华强振兴路紫荆购物广场二楼,15919884775,2015/1/23 17:32,SZ-BA-201400525,吴江海,,755
发源地（龙岗店）,深圳市福田区紫荆城发源地美发店,4.40304E+17,2015/1/8,龙岗区,坪山,0755-84297791,,,深圳市龙岗区龙岗镇金城衍21号二楼,15919884775,2015/1/23 17:39,SZ-BA-201400525,吴江海,,757
发源地（上步店）,深圳市福田区紫荆城发源地美发店,4.40304E+17,2015/1/8,福田区,华强,0755-83207667,,其他,深圳市福田区华强北振兴路上步工业区205栋1446号,15919884775,2015/1/23 17:22,SZ-BA-201400525,吴江海,,753
发源地（深南店),深圳市宝安区西乡发蕾丝理发店,4.40306E+17,2015/1/8,福田区,华强,0755-82318390,100m2以上,商业区,深圳市福田区深南中路爱华电脑大厦东侧二楼,13510400060,2015/1/2 14:41,SZ-LG-201400678,吴杰,,501
发源地（太阳百货店）,深圳市宝安区西乡发蕾丝理发店,4.40306E+17,2015/1/8,罗湖区,东门,0755-82398977,100m2以上,商业区,深圳市罗湖区太阳百货6楼,13510400060,2015/1/2 13:51,SZ-LG-201400678,吴杰,,499
发源地（下沙店）,深圳市福田区紫荆城发源地美发店,4.40304E+17,2015/1/8,福田区,上下沙,0755-83305400,,其他,深圳市福田区下沙村染坊31号,15919884775,2015/1/23 17:35,SZ-BA-201400525,吴江海,,756
发源地花漾美发沙龙,深圳市宝安区沙井花漾理发店,2.01507E+17,,宝安区,沙井,13265715918,,,沙井街道上星社区华凌路58号,13265715918,2015/7/28 18:14,SZ-NS-2015001601,罗礼振,,988
发源地聚彩连锁,深圳市宝安区福永天涯发社美发店,4.40306E+17,2015/1/8,宝安区,福永,15361030599,60-100m2,商业区,深圳市宝安区和平街9-1号,13751014560,2015/1/7 18:48,SZ-LG-201400681,何建平,,645
发源地美发,深圳市宝安区松岗发域美发店,2.01507E+17,,宝安区,松岗,13267305931,,,松岗街道潭头西路4栋2号,13714205108,2015/7/28 18:44,SZ-NS-2015001673,唐义登,,995
发之道,深圳市发之道形象设计有限公司,4.40304E+17,2015/1/8,福田区,新洲,0755-88609299,100m2以上,商业区,深圳市福田区新洲九街南嘉葆润金座B栋一楼141号,15889497851,2014/12/18 13:19,SZ-LH-201400384,王正发,,144
发之源（福永新和）,深圳市宝安区福永发源烫染理发店,4.40306E+17,2015/1/8,宝安区,福永,15817379353,100m2以上,社区,深圳市宝安区福永街道新和社区桥新路36-3号,13823553689,2015/1/20 17:26,SZ-BA-201400423,黄红卫,,734
发之源（光明圳美）,深圳市宝安区福永发源烫染理发店,4.40306E+17,2015/1/8,宝安区,公明,13728684150,100m2以上,社区,深圳市宝安区光明新区圳美新村80栋2楼,13823553689,2015/1/20 17:22,SZ-BA-201400423,黄红卫,,733
凡希（南头古城店）,深圳市兴酷美企业管理有限公司,4.40304E+17,2015/5/29,南山区,南头,15019230285,60-100m2,社区,广东省深圳市南山区南头古城中山南街60号,13418760512,2015/5/29 16:53,SZ-NS-201500169,曾志华,,805
凡希发艺（建工村店）,深圳市兴酷美企业管理有限公司,4.40304E+17,2015/5/29,南山区,南头,18902855591,60-100m2,社区,广东省深圳市南山区南头新建工村13栋130号,13418760512,2015/5/29 16:54,SZ-NS-201500169,曾志华,,806
反潮无痕接发,深圳市福田区反潮美发店,4.40304E+17,2015/6/8,福田区,购物公园,0755-83179603,,,"深圳市福田区购物公司地铁B出口,B17号商铺",15999627496,2015/6/8 14:56,SZ-NS-201500803,张勇,,835
梵高,深圳市罗湖区经典梵高美发店,4.40303E+17,2015/1/8,罗湖区,国贸,0755-82195316,100m2以上,商业区,深圳市罗湖区南湖街道嘉宾路4013号,13590479359,2014/12/15 11:44,SZ-LH-201400161,,,98
飞度,深圳市宝安区西乡飞度美发设计店,4.40306E+17,2015/1/8,宝安区,西乡,18680355072,100m2以上,商业区,深圳市宝安区西乡街道西乡社区真理街122号,18680355072,2014/12/23 17:31,SZ-BA-201400465,刘运良,,216
菲皇美发沙龙,深圳市菲皇健康管理有限公司,4.40304E+17,2015/1/8,福田区,福田口岸,0755-83559696,100m2以上,社区,深圳市福田区福保街道金桂路银泰苑首层10号商铺,15899879508,2015/1/4 14:35,SZ-LG-201400753,陈水华,,505
风格一族（八店）,深圳市龙华新区学良风格一族理发店,4.40306E+17,2015/1/8,龙华新区,民治,15999554286,100m2以上,,深圳市龙华新区油松第十工业区共和花园A14栋,13590260858,2014/12/25 18:43,SZ-LH-201400366,温学良,,317
风格一族（二店）,深圳市龙华新区学良风格一族理发店,4.40306E+17,2015/1/8,龙华新区,民治,15986830147,100m2以上,,深圳市龙华新区民治沙元埔17栋,13590260858,2014/12/25 18:49,SZ-LH-201400366,温学良,,319
风格一族（三店）,深圳市龙华新区学良风格一族理发店,4.40306E+17,2015/1/8,龙华新区,民治,13554758747,100m2以上,,深圳市龙华新区民治东边商业街109铺,13590260858,2014/12/25 18:51,SZ-LH-201400366,温学良,,320
风格一族（四店）,深圳市龙华新区学良风格一族理发店,4.40306E+17,2015/1/8,龙华新区,民治,15813725180,100m2以上,社区,深圳市龙华新区民治樟坑一区165栋,13590260858,2014/12/25 18:21,SZ-LH-201400366,温学良,,313
风格一族（五店）,深圳市龙华新区学良风格一族理发店,4.40306E+17,2015/1/8,龙华新区,民治,18688452627,100m2以上,社区,深圳市龙华新区民治南源新村69栋,13590260858,2014/12/25 18:28,SZ-LH-201400366,温学良,,315
风格一族（总店）,深圳市龙华新区学良风格一族理发店,4.40306E+17,2015/1/8,龙华新区,民治,0755-28198685,,,深圳市龙华新区民治民旺路塘水围一区50栋,13590260858,2014/12/25 18:47,SZ-LH-201400366,温学良,,318
芙蓉国,深圳市光明新区公明芙蓉国美容美发足浴城,2.01507E+17,,宝安区,公明,13430467985,,,深圳市宝安区公明街道新围商业街24号芙蓉国,13088849999,2015/7/28 18:26,SZ-NS-2015001668,谢炎田,,991
福永发艺秀美发店,深圳市宝安区西乡发艺秀美发店,4.40306E+17,2015/1/8,宝安区,福永,13723452770,,,深圳市宝安区福永兴围兴业一路50号,15820488488,2015/1/7 18:20,SZ-BA-201400778,曾朋飞,,641
福永光头佬发艺园地（总店）,深圳市宝安区福永光头佬发艺园地,4.40306E+17,2015/1/8,宝安区,福永,0755-27386357,100m2以上,商业区,深圳市宝安区福永街道白石厦西区龙翔北路22号,13066915209,2014/12/23 20:33,SZ-BA-201400482,李超,,239
富苑名（南新路）,深圳市南山区富苑名美发店,4.40305E+17,2015/1/8,南山区,南头,0755-86050752,100m2以上,商业区,深圳市南山区南新路1873-12（向南西海花园）,13430972746,2014/12/25 17:55,SZ-BA-201400409,黄文浩,,309
富苑名（前海店）,深圳市南山区富苑名美发店,4.40305E+17,2015/1/8,南山区,后海,0755-26095704,100m2以上,商业区,深圳市前海路1051（鼎太风华）,13430972746,2014/12/25 18:03,SZ-BA-201400409,,,310
富苑名（蛇口）,深圳市南山区富苑名美发店,4.40305E+17,2015/1/8,南山区,蛇口,0755-26836712,100m2以上,商业区,深圳市蛇口兴华路4-4（艺库）,13430972746,2014/12/25 18:11,SZ-BA-201400409,,,312
改变形象,深圳市龙岗区坪地银名模理发店,2.01507E+17,,龙岗区,坪地,0755-33128142,,,深圳市龙岗区坪地街道中心社区同心中89号二楼,13530468998,2015/7/22 15:30,SZ-NS-2015001128,聂艳锋,,958
阁莱美国际连锁烫染机构,深圳市宝安区新安阁莱美美发店,4.40306E+17,2015/1/8,宝安区,宝安中心区,0755-27831971,100m2以上,社区,深圳市宝安区新安街道46区怡景B栋一楼18号,18923422248,2015/1/3 22:03,SZ-BA-201400435,李健康,,515
格调意境（布吉店）,深圳市福田区城市达人理发店,4.40304E+17,2015/1/8,龙岗区,布吉,15989596396,60-100m2,商业区,深圳市龙岗区布吉西环路信达市场6号,13424261081,2014/12/9 9:45,SZ-FT-201400021,谢望文,,21
格调意境（赛格店）,深圳市福田区城市达人理发店,4.40304E+17,2015/1/8,福田区,华强,0755-83634440,60-100m2,商业区,深圳市福田区华强南路赛格苑C座22-25,13424261081,2014/12/9 9:36,SZ-FT-201400021,谢望文,,20
格尚,深圳市龙岗区格尚理发店,2.01507E+17,,龙岗区,布吉,18665808677,,,深圳市龙岗区布吉街道京南路14-6,18665808677,2015/7/31 17:47,SZ-NS-2015001982,谭志敏,,"1,015"
光头佬发艺（八分店）,深圳市宝安区福永光头佬发艺园地,4.40306E+17,2015/1/8,宝安区,福永,0755-27387743,100m2以上,商业区,深圳市宝安区福永街道白石厦路21号,13066915209,2014/12/23 20:54,SZ-BA-201400482,李超,,243
光头佬发艺（二分店）,深圳市宝安区福永光头佬发艺园地,4.40306E+17,2015/1/8,宝安区,福永,0755-27375861,100m2以上,商业区,深圳市宝安区福永街道政丰北路康之宝首层18号,13066915209,2014/12/23 20:49,SZ-BA-201400482,李超,,242
光头佬发艺（松岗店）,深圳市宝安区福永光头佬发艺园地,4.40306E+17,2015/1/8,宝安区,松岗,0755-27096802,100m2以上,商业区,深圳市宝安区松岗街道沿河南路20号,13066915209,2014/12/23 20:57,SZ-BA-201400482,李超,,246
海飞·兰炫美斯,深圳市坪山新区兰炫美斯发型名店,2.01506E+17,,龙岗区,坪山,0755-33295185,,,深圳市龙岗区新丽街6号,13728683701,2015/6/15 10:55,SZ-NS-201500735,贾永布,,865
韩潮,深圳市罗湖区韩潮美容美发店,2.01507E+17,,罗湖区,清水河,15999618788,,,深圳市罗湖区清水河村64栋101-102,15999618788,2015/7/28 15:16,SZ-NS-2015001457,龚先明,,978
韩国KJG,深圳市罗湖区金钟奎美发店,4.40303E+17,2015/1/8,罗湖区,国贸,0755-82229693,100m2以上,商业区,深圳市罗湖区南湖街道嘉宾路国商大厦东座裙楼二层203,13809880899,2014/12/18 12:00,SZ-LH-201400265,谢丽容,13809880899,139
韩国金李美发宝安丽晶国际店,深圳金李美容美发有限公司,4.40306E+17,2015/1/8,宝安区,宝安中心区,0755-29667284,100m2以上,商业区,深圳市宝安区创业一路1006号丽晶国际A区1-2号楼1座09号（近永旺）,15919917770,2014/12/9 11:29,SZ-NS-201400073,李民哲,,24
韩国金李美发南山前海天虹店,深圳金李美容美发有限公司,4.40306E+17,2015/1/8,南山区,后海,0755-23061825,100m2以上,商业区,深圳市南山区前海路西侧星海名城七期振业星海商业广场天虹5楼,15919917770,2014/12/9 11:21,SZ-NS-201400073,李民哲,,23
韩国连锁,深圳市宝安区沙井卡卡理发店,4.40306E+17,2015/1/8,宝安区,沙井,13428793455,100m2以上,其他,深圳市宝安区万丰沙井创天华商业街D03铺,18664599134,2015/2/9 15:29,SZ-LG-201400809,宏伟,,775
韩国首肯造型私人定制会所（海岸城）,深圳市南山区首肯造型美发中心,4.40305E+17,2015/1/8,南山区,海岸城,0755-86290003,60-100m2,商业区,深圳市南山区粤海街道海岸大厦东座138,18898836355,2014/12/9 15:26,SZ-NS-201400115,唐启泽,18898836355,37
韩国伊丽莎李（保利店）,深圳市伊丽莎李美容美发有限公司,4.40305E+17,2015/1/8,南山区,南油,0755-86552001,100m2以上,商业区,深圳市南山区商业文化中心区保利文化广场A区A2-33、A2-34、A2-35号商铺,15013785397,2014/12/23 20:11,SZ-BA-201400502,王献伟,,236
韩国伊丽莎李（后海店）,深圳市伊丽莎李美容美发有限公司,4.40305E+17,2015/1/8,南山区,后海,0755-86058881,100m2以上,商业区,深圳市南山区后海大道2242号北师大附小站台旁育德佳园首层2号铺,15013785397,2014/12/23 20:18,SZ-BA-201400502,王献伟,,238
韩流发艺,深圳市宝安区福永鑫艺轩造型理发店,2.01507E+17,,宝安区,福永,13823507517,,,深圳市宝安区福永街道怀德社区芳华一区五巷13号,13538176294,2015/7/20 18:03,SZ-NS-2015001418,吴华,,943
韩派,深圳市宝安区福永韩浪理发店,4.40306E+17,2015/1/8,宝安区,福永,18665382996,100m2以上,社区,深圳市宝安区福永街道怀德新村咸田三区一巷5号,18665382996,2015/1/27 16:20,SZ-LG-201400808,常二林,,741
韩艺美发店(海岸城店),深圳市韩艺卷卷头美发管理有限公司,4.40305E+17,2015/1/8,南山区,海岸城,0755-86338787,60-100m2,商业区,深圳市南山区文心五路海岸城西座一层商业街153号,13699828850,2014/12/9 15:03,SZ-NS-201400070,仇志强,13760178618,34
豪门世家,深圳市豪门美容美发有限公司,2.01506E+17,,龙岗区,布吉,15914179898,,,深圳市龙岗区南联社区龙园路26号一、二层,15914179898,2015/6/23 15:17,SZ-NS-201500970,郑梅云,,875
豪尚前线,深圳市宝安区西乡豪尚前线美发店,4.40306E+17,2015/1/8,宝安区,西乡,13714023084,100m2以上,商业区,深圳市宝安区西乡街道宝民二路东方雅苑103-104号,13714023084,2014/12/23 17:11,SZ-BA-201400549,文木亨,,211
濠景城米兰,深圳市宝安区沙井新巨兰米理发店,4.40306E+17,,宝安区,沙井,18823174296,100m2以上,商业区,深圳市宝安区沙井明主路岁宝百货民生银行隔壁121号,13714644298,2014/12/23 16:57,SZ-BA-201400407,,,208
好好美容美发店,深圳市好好美容美发有限公司,2.01507E+17,2015/1/8,龙华新区,大浪,18682241520,100m2以上,商业区,深圳市龙华新区大浪街道华旺路同福裕工业园区第二栋（二层A19）,18038130988,2014/12/30 15:45,SZ-NS-2015001423,,,400
好莱屋,深圳市福田区好莱屋型像工作室,4.40304E+17,2015/1/8,福田区,园岭,0755-22917771,100m2以上,社区,深圳市福田区园岭街道园岭五街91栋110房,13802208095,2015/1/5 15:34,SZ-LG-201400726,彭军,,568
后街男孩美发店（金田风华苑店）,深圳市坪山新区后街男孩理发店,4.40307E+17,2015/1/8,龙岗区,坪山,0755-84137880,100m2以上,社区,深圳市坪山新区坑梓人民西路金田风华苑东区2号楼131铺面,15920095118,2015/1/26 12:00,SZ-LG-201400820,魏东,,737
后街男孩美发店（坑梓店）,深圳市坪山新区后街男孩理发店,4.40307E+17,2015/1/8,龙岗区,坪山,0755-84137859,100m2以上,其他,深圳市坪山新区坑梓人民西路98号（1楼）,15920095118,2015/1/26 11:52,SZ-LG-201400820,魏东,,759
后街男孩同乐店,深圳市龙岗区联兴后街男孩美发店,4.40307E+17,2015/1/8,龙岗区,坪山,0755-33292875,100m2以上,商业区,深圳市龙岗区龙岗街道同乐社区岗德路53号,18676771012,2015/1/6 11:05,SZ-LG-201400734,程小东,,617
后街男孩义乌店,深圳市龙岗区联兴后街男孩美发店,4.40307E+17,2015/1/8,龙岗区,坪山,0755-28438710,100m2以上,商业区,深圳市龙岗区龙东义乌小商品市场K41号,18676771012,2015/1/6 11:15,SZ-LG-201400734,程小东,,620
花样年华,深圳市宝安区石岩谢家忠理发店,2.01507E+17,,宝安区,石岩,15919467986,,社区,深圳市宝安区石岩街道宝源社区料坑大道9号(103),13728960755,2015/7/13 15:24,SZ-NS-201500908,金良英,,917
华美造形（时尚店）,深圳市龙华新区龙华华美理发店,4.40306E+17,2015/1/8,宝安区,公明,0755-27734958,100m2以上,社区,深圳市宝安区公明田寮路63号整栋,13246603268,2015/1/3 21:18,SZ-LG-201400642,吴春阳,,431
华美造形（总店）,深圳市龙华新区龙华华美理发店,4.40306E+17,2015/1/8,龙华新区,美丽365花园,0755-32841188,100m2以上,商业区,深圳市龙华新区东环二路亿康大厦一楼3号铺,13246603268,2015/1/3 21:12,SZ-LG-201400642,吴春阳,,430
华宇造型,深圳市宝安区西乡江华宇造型理发店,2.01507E+17,,宝安区,西乡,13714306375,,,深圳市宝安区西乡街道榕树路金达花园B栋5铺,13714306375,2015/7/28 17:41,SZ-NS-2015001657,潘江华,,985
华韵（龙岗店）,深圳市龙岗区华韵理发店,4.40307E+17,2015/1/8,龙岗区,坂田,0755-84525784,,商业区,深圳市龙岗区坂田街道月朗苑1栋商业街103A,15989387118,2015/1/4 20:13,SZ-BA-201400499,秦明斌,,529
华韵（龙华店）,深圳市龙岗区华韵理发店,4.40307E+17,2015/1/8,宝安区,西乡,0755-29534905,,社区,深圳市宝安区星河丹堤E区101商铺,15989387118,2015/1/4 20:15,SZ-BA-201400499,秦明斌,,530
华之都美容美发店,深圳市福田区华之都美容美发中心,4.40304E+17,2015/1/8,福田区,石厦,0755-83842975,100m2以上,社区,深圳市福田区福民路瑞和园首层8铺,13902900622,2014/12/9 9:56,SZ-NS-201400134,周义刚,13902900622,22
皇妃,深圳市福田区瑞斯皇妃美容美发店,4.40304E+17,2015/1/8,福田区,新洲,0755-82948369,100m2以上,商业区,深圳市福田区高尔夫俱乐部以南新沙路与新沙街交汇处君临天下一层,13715312268,2014/12/18 12:04,SZ-LH-201400258,黄海平,,140
皇妃美容美发,深圳市福田区瑞斯皇妃美容美发店,4.40304E+17,2015/1/8,福田区,新洲,13715312268,100m2以上,商业区,深圳市福田区新洲牌坊街132号,13715312268,2014/12/18 11:50,SZ-LH-201400258,黄海平,,137
皇后沙龙美发 Queen（中心城店）,深圳市龙岗区皇后沙龙美发室,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-84564135,100m2以上,商业区,深圳市龙岗区龙城街道中心城爱龙路99号深圳葡萄酒城C区C-15,13823320896,2014/12/27 17:15,SZ-BA-201400431,林明忠,,380
皇剪,深圳市宝安区福永邵邵理发店,2.01507E+17,,宝安区,福永,18988750189,,,深圳市宝安区福永街道福中工业园首层18号铺,18988750189,2015/7/28 16:47,SZ-NS-2015001611,邵勇,,983
皇爵美发,深圳市皇爵美发有限公司,4.40304E+17,2015/1/8,福田区,岗厦,0755-82979006,100m2以上,商业区,深圳市福田区彩田路福源大厦3栋首层2014-12号,13714326081,2014/12/11 14:38,SZ-FT-201400196,秦金辉,13714326081,79
皇尚美容美发,深圳市皇尚美容美发室,4.40306E+17,2015/1/8,宝安区,新安,0755-27880106,100m2以上,社区,深圳市宝安区新安街道十区冠城世家商铺1028-1029号,13728603002,2014/12/23 19:06,SZ-BA-201400486,何斌,,224
皇氏造型,深圳市龙岗区时尚皇氏美容美发店,2.01507E+17,,龙岗区,龙岗中心城,15818766898,,,深圳市龙岗区龙岗街道新生社区水岸新都二期16-113号,15818766898,2015/7/13 14:27,SZ-NS-2015001239,匡小林,,913
皇艺造型,深圳市龙岗区美名艺美发店,2.01507E+17,,龙岗区,龙岗中心城,13751187335,,,深圳市龙岗区龙城街道龙西中路107号,13751187335,2015/7/28 15:41,SZ-NS-2015001017,杨凯,,979
皇子造型,深圳市南山区海雅美发室,2.01507E+17,2015/7/6,南山区,南油,13923496853,60-100m2,社区,广东省深圳市南山区南油华明路E-35号,13923496853,2015/7/6 15:15,SZ-NS-201500974,彭保富,,891
皇子造型（大和店）,深圳市龙华新区观澜叁仟理发店,2.01507E+17,,龙华新区,观澜,13043479380,,,深圳市龙华新区观澜街道横坑社区河东村238号B栋,18617194336,2015/7/21 18:01,SZ-NS-2015001247,何锐,,951
皇子造型（新田店）,深圳市龙华新区观澜叁仟理发店,2.01507E+17,,龙华新区,观澜,13068742029,,,深圳市龙华新区观澜街道横坑社区河东村238号B栋,18617194336,2015/7/21 18:03,SZ-NS-2015001248,何锐,,952
活力多造型连锁,深圳市龙岗区活力多美容院,4.40307E+17,2015/1/8,龙岗区,龙岗中心城,0755-84565949,100m2以上,商业区,深圳市龙岗区龙城街道中心城爱龙路66号熙和园3栋商铺36号,13640931945,2014/12/27 17:23,SZ-LG-201400698,彭中华,,382
佳都,深圳市佳都美发足浴店,4.40304E+17,2015/1/8,福田区,岗厦,0755-88361776,60-100m2,社区,深圳市福田区岗厦东三坊10号,13714701881,2014/12/18 14:28,SZ-LH-201400280,黄秋英,,154
嘉美专业烫染,深圳市南山区嘉美季理发店,4.40305E+17,2015/1/8,南山区,南头,0755-86603256,100m2以上,社区,深圳市南山区红花路南粤商城首层9号-2,13423774086,2014/12/5 11:13,SZ-NS-201400084,季昱,13924639228,1
嘉星发型（新洲店）,深圳市福田区嘉星发型店,4.40304E+17,2015/1/8,福田区,新洲,0755-82762311,100m2以上,社区,深圳市福田区新洲三街蜜园花园107号,13928441344,2014/12/9 13:27,SZ-NS-201400122,廖树华,,26
简fashion（东大街分店）,深圳市龙岗区尚美形象理发店,4.40307E+17,2015/1/8,龙岗区,新洲,0755-89707419,100m2以上,社区,深圳市龙岗区布吉东大街171号,15118177866,2015/1/5 18:08,SZ-LG-201400722,郑健,,595
简fashion（可园分店）,深圳市龙岗区尚美形象理发店,4.40307E+17,2015/1/8,龙岗区,布吉,0755-28406209,100m2以上,社区,深圳市龙岗区布吉街道可园社区13栋101-1,15118177866,2015/1/5 18:04,SZ-LG-201400722,郑健,,593
江南style,深圳市宝安区观澜山川一郎理发店,4.40306E+17,2015/6/1,龙华新区,观澜,18129822799,,,深圳市宝安区观澜章阁社区隆添利工业园一期2栋17-18号,18129822799,2015/6/1 19:05,SZ-NS-201500659,王瑞堂,,811
娇点造型,深圳市南山区娇点时尚发廊,2.01507E+17,,南山区,华侨城,13631596160,,,深圳市南山区华侨城汕头街东园综合楼001,13631596160,2015/7/21 19:16,SZ-NS-2015001573,吴永生,,965
